[2018-Jun-20 15:45], 127.0.0.1, POST, http, /userlogin?, 404 NOT FOUND, admin@gmail.com, Client error
[2018-Jun-20 18:25], 127.0.0.1, GET, http, /static/js/userManagement.d77fb733.chunk.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:26], 127.0.0.1, GET, http, /static/web/service-worker.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:26], 127.0.0.1, GET, http, /index.html?_sw-precache=006ee3c41a52afa8e2c7faf3ed570673, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:26], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, user10@gmail.com, Successfully logged in as user10@gmail.com
[2018-Jun-20 18:26], 127.0.0.1, GET, http, /static/fonts/ionicons.ttf?v=2.0.1, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:26], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.woff2?v=4.7.0, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:26], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.woff?v=4.7.0, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:32], 127.0.0.1, POST, http, /api/createnewrole?, 200 OK, admin@gmail.com, Created new role: bear
[2018-Jun-20 18:36], 127.0.0.1, GET, http, /logout?, 302 FOUND, AnonymousUser, Undefined message
[2018-Jun-20 18:36], 127.0.0.1, GET, http, /?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:36], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.woff2?v=4.7.0, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:36], 127.0.0.1, GET, http, /static/web/service-worker.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:36], 127.0.0.1, GET, http, /index.html?_sw-precache=006ee3c41a52afa8e2c7faf3ed570673, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /logout?, 302 FOUND, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.woff2?v=4.7.0, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/web/service-worker.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /index.html?_sw-precache=006ee3c41a52afa8e2c7faf3ed570673, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/css/main.adbab8a4.css?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/js/main.42b4f5d1.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/js/login.ec222fc0.chunk.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/media/Shopee-700x217.69f2b03c.svg?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/web/service-worker.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/web/service-worker.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /index.html?_sw-precache=006ee3c41a52afa8e2c7faf3ed570673, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.eot?_sw-precache=674f50d287a8c48dc19ba404d20fe713, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.svg?_sw-precache=912ec66d7572ff821749319396470bde, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.ttf?_sw-precache=b06871f281fee6b241d60582ae9369b9, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.woff?_sw-precache=fee66e712a8a08eef5805a46892932ad, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/ionicons.eot?_sw-precache=19e65b89cee273a249fba4c09b951b74, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, POST, http, /api/userlogin?, 401 UNAUTHORIZED, AnonymousUser, Please check your log in credentials for user10@gmail.com
[2018-Jun-20 18:37], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, user10@gmail.com, Successfully logged in as user10@gmail.com
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.woff2?v=4.7.0, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/ionicons.ttf?v=2.0.1, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/js/home.45155356.chunk.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:37], 127.0.0.1, GET, http, /static/fonts/fontawesome-webfont.woff?v=4.7.0, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:38], 127.0.0.1, GET, http, /?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:38], 127.0.0.1, GET, http, /static/web/service-worker.js?, 200 OK, AnonymousUser, Undefined message
[2018-Jun-20 18:38], 127.0.0.1, GET, http, /index.html?_sw-precache=006ee3c41a52afa8e2c7faf3ed570673, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jun-20 18:39], 127.0.0.1, POST, http, /api/createnewrole?, 422 UNPROCESSABLE ENTITY, admin@gmail.com, Role bear exist in database already
[2018-Jun-20 18:41], 127.0.0.1, POST, http, /api/createnewrole?, 200 OK, admin@gmail.com, Created new role: cat
[2018-Jun-20 18:51], 127.0.0.1, POST, http, /api/createnewrole?, 200 OK, admin@gmail.com, Created new role: cat
[2018-Jun-20 18:51], 127.0.0.1, POST, http, /api/createnewrole?, 200 OK, admin@gmail.com, Created new role: cat
[2018-Jun-20 18:54], 127.0.0.1, POST, http, /api/createnewrole?, 200 OK, admin@gmail.com, Created new role: cat3
[2018-Jun-20 18:54], 127.0.0.1, POST, http, /api/createnewrole?, 200 OK, admin@gmail.com, Created new role: cat4
[2018-Jun-20 18:55], 127.0.0.1, POST, http, /api/createnewrole?, 200 OK, admin@gmail.com, Created new role: Lion
[2018-Jun-20 18:55], 127.0.0.1, GET, http, /api/getallrole?, 200 OK, admin@gmail.com, Get all role
[2018-Jun-20 18:56], 127.0.0.1, GET, http, /api/getallroles?, 404 NOT FOUND, admin@gmail.com, Client error
[2018-Jun-20 18:56], 127.0.0.1, GET, http, /api/getallroles?, 200 OK, admin@gmail.com, Get all role
[2018-Jun-20 18:57], 127.0.0.1, POST, http, /api/addrole?, 200 OK, admin@gmail.com, user3@gmail.com is assigned with admin role
[2018-Jun-20 18:57], 127.0.0.1, POST, http, /api/removerole?, 200 OK, admin@gmail.com, user3@gmail.com is removed from admin role
[2018-Jun-26 09:59], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, admin@gmail.com, Successfully logged in as admin@gmail.com
[2018-Jun-26 09:59], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, admin@gmail.com, Successfully logged in as admin@gmail.com
[2018-Jun-26 09:59], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, admin@gmail.com, Successfully logged in as admin@gmail.com
[2018-Jun-26 09:59], 127.0.0.1, GET, http, /api/member?, 400 BAD REQUEST, admin@gmail.com, Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)
[2018-Jun-26 10:14], 127.0.0.1, GET, http, /api/member/?, 404 NOT FOUND, admin@gmail.com, Client error
[2018-Jun-26 10:14], 127.0.0.1, GET, http, /api/member/?, 404 NOT FOUND, admin@gmail.com, Client error
[2018-Jun-26 10:14], 127.0.0.1, GET, http, /api/member/?, 404 NOT FOUND, admin@gmail.com, Client error
[2018-Jun-26 10:15], 127.0.0.1, GET, http, /api/member/?, 404 NOT FOUND, admin@gmail.com, Client error
[2018-Jun-26 10:15], 127.0.0.1, GET, http, /api/member/?, 404 NOT FOUND, admin@gmail.com, Client error
[2018-Jun-26 10:16], 127.0.0.1, GET, http, /api/member?, 200 OK, admin@gmail.com, All active user
[2018-Jun-26 10:21], 127.0.0.1, GET, http, /a?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:21], 127.0.0.1, GET, http, /admin@gmail.com?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:26], 127.0.0.1, GET, http, /admin@gmail.com?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:26], 127.0.0.1, GET, http, /admin@gmail.com?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:26], 127.0.0.1, GET, http, /admin@gmail.com?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:29], 127.0.0.1, GET, http, /1?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:29], 127.0.0.1, GET, http, /2?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:39], 127.0.0.1, GET, http, /api/member/1?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:40], 127.0.0.1, GET, http, /api/member/2?, 200 OK, admin@gmail.com, None
[2018-Jun-26 10:40], 127.0.0.1, GET, http, /api/member/2?, 200 OK, admin@gmail.com, 2 User information for manager@gmail.com
[2018-Jun-26 10:42], 127.0.0.1, GET, http, /api/member/2?, 200 OK, admin@gmail.com, User id: 2 for manager@gmail.com
[2018-Jun-26 10:42], 127.0.0.1, GET, http, /api/member/2?, 200 OK, admin@gmail.com, User id: 2 - manager@gmail.com
[2018-Jun-26 10:45], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update 3 member (user1@gmail.com) info
[2018-Jun-26 10:45], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update member(id: 3) info
[2018-Jun-26 10:46], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 10:46], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 10:46], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 10:46], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 10:46], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 10:47], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:00], 127.0.0.1, GET, http, /api/opshistory/?, 200 OK, admin@gmail.com, Ops history
[2018-Jun-26 11:04], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:04], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:04], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:04], 127.0.0.1, PUT, http, /api/member/3?, 400 BAD REQUEST, admin@gmail.com, Failed to decode JSON object: Expecting property name enclosed in double quotes: line 4 column 1 (char 58)
[2018-Jun-26 11:04], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:06], 127.0.0.1, GET, http, /api/opshistory/?, 200 OK, admin@gmail.com, Ops history
[2018-Jun-26 11:10], 127.0.0.1, GET, http, /api/opshistory/5?, 400 BAD REQUEST, admin@gmail.com, Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)
[2018-Jun-26 11:10], 127.0.0.1, GET, http, /api/opshistory/5?, 400 BAD REQUEST, admin@gmail.com, Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)
[2018-Jun-26 11:11], 127.0.0.1, GET, http, /api/opshistory/all/5?, 200 OK, admin@gmail.com, Ops history
[2018-Jun-26 11:11], 127.0.0.1, GET, http, /api/opshistory/all/?, 404 NOT FOUND, admin@gmail.com, Client error
[2018-Jun-26 11:11], 127.0.0.1, GET, http, /api/opshistory/all?, 400 BAD REQUEST, admin@gmail.com, Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)
[2018-Jun-26 11:12], 127.0.0.1, GET, http, /api/opshistory/all?, 200 OK, admin@gmail.com, Ops history
[2018-Jun-26 11:13], 127.0.0.1, GET, http, /api/opshistory/1?, 200 OK, admin@gmail.com, Ops history for admin@gmail.com
[2018-Jun-26 11:14], 127.0.0.1, GET, http, /api/opshistory/1?, 200 OK, admin@gmail.com, Ops history for admin@gmail.com
[2018-Jun-26 11:29], 127.0.0.1, GET, http, /api/opshistory/1?, 200 OK, admin@gmail.com, Ops history for admin@gmail.com
[2018-Jun-26 11:29], 127.0.0.1, GET, http, /api/opshistory/1?, 200 OK, admin@gmail.com, Ops history for admin@gmail.com
[2018-Jun-26 11:29], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:29], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:30], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:31], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:37], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:38], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:39], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:39], 127.0.0.1, GET, http, /api/member/3?, 200 OK, admin@gmail.com, User id: 3 - user1@gmail.com
[2018-Jun-26 11:42], 127.0.0.1, GET, http, /api/member/3?, 200 OK, admin@gmail.com, User id: 3 - user1@gmail.com
[2018-Jun-26 11:42], 127.0.0.1, GET, http, /api/member/3?, 200 OK, admin@gmail.com, User id: 3 - user1@gmail.com
[2018-Jun-26 11:43], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:43], 127.0.0.1, POST, http, /api/removerole?, 200 OK, admin@gmail.com, user1@gmail.com is removed from admin role
[2018-Jun-26 11:43], 127.0.0.1, GET, http, /api/member/3?, 200 OK, admin@gmail.com, User id: 3 - user1@gmail.com
[2018-Jun-26 11:58], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 11:58], 127.0.0.1, GET, http, /api/member/3?, 200 OK, admin@gmail.com, User id: 3 - user1@gmail.com
[2018-Jun-26 12:00], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 12:01], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 12:12], 127.0.0.1, PUT, http, /api/member/3?, 200 OK, admin@gmail.com, Update user1@gmail.com(id: 3) info
[2018-Jun-26 12:16], 127.0.0.1, GET, http, /api/member/3?, 200 OK, admin@gmail.com, User id: 3 - user1@gmail.com
[2018-Jun-26 13:58], 127.0.0.1, GET, http, /api/member?, 200 OK, admin@gmail.com, All active user
[2018-Jun-26 14:06], 127.0.0.1, GET, http, /api/member?, 200 OK, admin@gmail.com, All active user
[2018-Jun-26 14:07], 127.0.0.1, PUT, http, /api/member/4?, 200 OK, admin@gmail.com, Update user2@gmail.com(id: 4) info
[2018-Jun-26 14:07], 127.0.0.1, GET, http, /api/member?, 200 OK, admin@gmail.com, All active user
